0,0,0,1,0,2,3,0,1,1,3,0,0,2,2,1|6.0587
0,0,0,1,3,0,2,3,0,1,1,3,0,0,2,3|6.0165
3,0,2,1,0,1,1,6,0,0,2,3,0,0,0,2|6.0346
3,1,3,1,0,0,2,6,0,0,0,3,0,0,3,2|6.0228
3,1,3,1,0,2,6,2,0,0,3,0,0,3,2,0|6.1412
3,1,3,1,2,6,2,0,0,3,0,3,3,2,0,0|6.2598
3,1,3,1,2,6,2,3,3,3,0,0,0,2,0,2|6.3986
3,1,3,1,2,6,2,3,3,3,3,0,0,0,2,2|6.5076
3,1,3,1,2,6,2,3,3,3,3,3,0,0,2,2|6.6068
3,1,3,1,2,6,2,3,3,3,3,6,0,0,2,2|6.5961
3,1,3,1,2,6,2,3,6,3,6,0,0,2,2,1|6.6057
3,1,3,1,2,6,2,3,6,3,6,1,0,2,2,1|6.7654
3,1,3,1,2,6,2,3,6,3,6,1,1,0,2,3|6.7654
3,2,3,1,2,1,2,3,6,6,6,1,1,3,2,3|6.8455
3,2,3,1,3,2,3,1,12,6,1,0,1,3,2,3|6.6259
0,2,2,0,6,2,3,1,12,6,3,1,1,3,3,3|6.4565
2,2,0,0,6,2,3,1,12,6,3,1,1,6,3,3|6.4372
2,1,0,0,6,2,0,1,12,2,3,1,1,12,6,3|6.2682
3,0,0,0,6,2,1,2,12,2,3,1,1,12,6,3|6.2494
3,0,0,0,6,3,2,3,12,2,3,1,1,12,6,3|6.2308
3,3,2,3,6,2,3,1,12,12,6,3,1,0,0,3|6.2724
3,0,3,0,6,3,2,3,12,2,3,1,1,12,6,6|6.2943
3,3,0,1,6,3,2,3,12,2,3,1,1,12,12,0|6.2064
6,0,1,2,6,3,2,3,12,2,3,1,1,24,0,0|5.8186
12,3,3,2,12,2,3,3,1,24,0,1,2,0,0,0|5.5912
24,3,6,2,1,2,0,3,2,24,0,1,2,0,0,0|5.2239
24,3,6,2,3,2,0,3,2,24,0,1,1,0,0,0|5.2169
24,3,6,2,3,2,0,3,3,24,0,1,1,0,0,0|5.2001
24,3,6,2,6,2,0,3,1,24,0,1,3,0,0,0|5.1935
24,3,6,2,6,2,3,0,1,24,1,2,3,0,0,0|5.3672
24,3,6,2,3,6,2,3,0,1,24,3,0,3,0,0|5.3511
24,3,6,2,3,6,2,3,1,24,3,0,3,0,0,2|5.4552
24,3,6,2,3,6,2,3,1,24,3,0,3,0,2,1|5.5896
24,3,6,2,3,6,2,3,1,24,3,1,3,0,2,1|5.7443
24,3,6,2,3,6,2,3,1,24,3,1,3,2,1,2|5.9092
24,3,6,2,3,6,2,3,1,24,3,3,3,2,1,2|5.8943
24,3,6,2,3,6,2,3,1,24,6,1,3,3,2,0|5.7797
24,3,6,2,3,6,2,3,1,24,6,1,6,2,0,1|5.7954
24,3,3,2,3,6,6,3,1,24,2,1,6,2,6,1|5.9013
24,6,2,3,3,12,3,0,1,24,3,0,6,2,6,1|5.4974
24,6,2,3,3,12,6,0,1,24,6,1,6,2,0,1|5.4639
24,6,2,3,3,12,12,1,1,24,0,1,6,2,0,3|5.3806
24,6,2,3,3,24,1,0,1,24,1,1,6,2,3,0|5.1776
24,6,3,3,3,48,1,1,1,2,3,0,6,0,0,3|4.1648
24,6,6,2,3,48,1,1,3,3,0,0,6,0,3,0|3.9923
24,6,6,3,6,48,1,0,6,3,3,0,0,0,3,0|3.8001
24,6,6,3,12,48,1,0,0,3,6,0,3,0,0,0|3.5682
24,12,3,2,12,48,1,0,3,6,0,0,3,0,0,0|3.4866
24,12,3,2,12,48,1,0,6,6,0,0,2,0,0,0|3.4852
24,12,3,2,12,48,1,0,12,0,0,2,2,0,0,0|3.3942
24,12,3,2,24,48,1,2,2,0,0,0,0,0,0,1|3.1534
48,12,3,2,2,48,1,2,0,0,0,1,0,0,0,1|2.4429
48,12,3,2,2,48,3,0,0,0,1,2,0,0,1,0|2.4228
48,12,6,2,2,48,1,2,0,0,1,0,0,0,0,1|2.4529
48,12,6,2,0,2,48,3,3,0,0,1,0,0,0,1|2.3933
48,12,6,2,3,2,48,3,0,0,0,1,3,0,0,1|2.5441
48,12,6,2,3,2,48,3,0,0,1,0,3,0,1,1|2.7251
48,12,6,2,3,2,48,3,3,0,1,1,3,0,1,0|2.8365
48,12,6,2,3,2,48,3,3,1,1,2,3,1,0,0|2.9882
48,12,6,2,6,3,48,3,3,1,1,2,2,0,0,0|2.8402
48,12,6,2,6,3,48,3,3,1,3,1,2,0,0,0|2.8425
48,1,0,0,6,12,6,2,3,3,48,3,2,1,3,1|3.0251
48,1,6,2,6,12,48,3,3,3,3,1,2,1,0,3|3.1181
48,1,6,2,6,12,48,3,6,3,1,0,3,0,3,6|2.9014
48,1,6,2,12,12,48,3,3,3,1,6,2,0,3,0|2.8551
48,1,6,2,24,48,3,0,6,1,6,2,2,3,0,0|2.4891
48,1,0,6,24,48,6,2,6,1,3,0,2,3,6,2|2.5234
48,1,6,3,24,48,6,2,6,1,3,0,2,3,6,2|2.6481
48,1,12,3,24,48,3,2,6,1,6,2,2,3,3,0|2.6131
48,1,12,1,24,48,3,3,6,1,6,2,2,3,3,2|2.7685
48,1,12,1,24,48,6,0,6,1,6,2,2,6,2,2|2.6443
48,1,12,1,24,48,12,2,6,1,2,2,2,6,1,0|2.5704
48,1,24,3,24,48,2,2,6,1,1,0,2,6,2,0|2.2368
48,1,24,3,24,48,3,2,6,1,2,0,2,6,1,0|2.2237
48,1,24,3,24,48,3,2,6,1,3,0,2,6,1,0|2.2409
48,1,24,3,24,48,6,2,6,1,1,0,2,6,2,0|2.2485
48,1,24,3,24,48,6,2,3,6,1,1,0,2,6,2|2.3564
48,1,24,3,24,48,6,3,3,6,1,2,0,2,6,3|2.3148
48,1,24,3,24,48,6,3,3,3,6,3,0,2,6,3|2.2235
48,1,24,6,24,48,12,3,3,3,6,3,0,2,1,0|2.0326
48,1,24,6,24,48,12,3,6,6,3,0,2,1,0,2|2.0322
48,1,24,6,24,48,12,3,12,3,0,0,3,0,2,1|1.8221
48,1,24,6,24,48,12,3,12,3,0,0,3,2,1,1|1.9924
48,1,24,6,24,48,12,3,12,3,0,0,3,3,1,3|1.9631
48,1,24,6,24,48,12,3,12,3,0,0,6,1,3,1|1.9943
48,1,24,6,24,48,12,3,12,3,3,1,6,1,3,0|2.1358
48,1,24,6,24,48,12,3,12,6,1,2,6,1,3,0|2.1678
48,1,24,6,24,48,12,3,12,6,3,2,6,1,3,0|2.1602
48,1,3,0,24,48,24,6,12,6,12,3,6,1,6,2|2.1430
2,48,1,3,24,48,24,6,12,6,12,3,6,1,6,2|2.3363
2,0,2,0,0,1,1,3,0,3,0,0,0,2,2,3|6.6832
2,1,3,3,0,3,0,0,0,2,2,3,0,3,0,0|6.6476
2,1,3,3,0,3,2,3,0,2,0,0,0,3,0,1|6.7822
2,1,3,6,0,3,2,0,0,2,0,1,0,3,0,1|6.7871
3,3,6,0,3,2,0,0,2,0,1,0,3,0,1,3|6.7422
6,3,6,0,2,2,1,0,3,0,1,3,0,0,0,2|6.7876
6,3,6,0,2,3,0,0,3,1,3,3,0,0,2,0|6.7332
6,6,6,0,2,1,3,3,3,0,2,0,0,2,0,0|6.7091
12,6,0,0,3,3,3,2,3,2,0,0,2,0,0,0|6.5153
12,6,3,2,6,3,0,0,2,2,0,0,0,0,1,0|6.5317
12,6,3,2,6,3,0,0,2,2,0,0,0,1,0,3|6.6284
12,6,3,2,6,3,0,0,2,2,0,0,1,0,3,1|6.7653
12,6,3,2,6,3,0,0,3,2,3,1,0,0,0,3|6.7426
12,6,3,2,6,3,3,1,3,2,0,3,0,0,2,0|6.8601
12,6,3,2,6,6,1,0,3,2,3,1,0,2,0,0|6.8978
12,12,3,2,6,2,1,1,3,2,3,0,0,1,0,0|6.8459
12,12,3,3,6,2,1,0,3,3,3,0,0,0,0,3|6.6442
24,3,3,0,6,3,0,2,6,3,0,0,0,0,3,0|6.0929
24,6,3,2,12,3,0,0,0,0,3,0,0,0,2,0|5.9218
24,6,3,2,12,3,0,0,0,3,0,0,0,2,0,1|6.0510
24,6,3,2,12,6,0,0,0,2,0,1,0,2,0,0|6.0505
24,6,3,2,12,6,0,0,2,0,1,0,2,0,0,1|6.1903
24,12,3,2,12,0,1,0,2,0,0,1,2,0,3,0|6.1004
24,12,3,2,12,0,1,1,2,0,3,0,2,0,0,1|6.2508
