0,0,1,1,0,1,3,2,0,2,0,2,2,0,0,3|9.3447
0,1,1,3,0,2,3,2,2,0,0,3,0,3,0,0|9.3457
0,3,1,3,2,0,3,2,0,3,0,3,1,0,0,0|9.3571
3,1,3,3,2,3,2,0,3,0,3,0,1,0,0,0|9.5191
3,1,6,0,2,3,2,0,3,3,0,1,1,0,0,0|9.5516
3,1,6,0,2,6,2,1,3,0,0,0,1,1,0,0|9.6147
3,1,6,1,2,6,2,0,3,1,0,0,1,2,0,0|9.8083
3,1,6,1,0,2,6,2,2,3,1,0,0,1,2,0|9.9224
3,3,12,3,2,3,1,0,0,1,2,0,3,0,0,0|9.5571
3,6,12,3,2,1,3,0,3,0,0,0,0,1,0,0|9.4523
3,6,12,3,2,1,3,0,3,1,0,0,0,3,0,0|9.6081
3,6,12,3,3,3,0,3,3,1,0,0,3,0,0,0|9.5344
6,6,12,6,3,3,0,0,3,1,0,0,1,0,0,0|9.4313
6,6,12,6,6,3,0,0,1,1,0,0,2,0,0,0|9.4688
12,12,6,2,6,3,0,0,1,1,0,0,2,0,0,0|9.4669
12,12,6,2,6,3,0,0,3,1,0,0,3,0,0,0|9.4555
24,6,2,3,6,3,0,0,3,1,0,0,3,0,0,0|9.2348
24,6,2,3,6,3,0,0,6,1,0,0,2,0,0,0|9.2846
24,6,2,3,12,3,0,0,2,1,0,0,1,0,0,0|9.2451
24,6,2,3,12,3,0,0,3,0,0,3,1,0,0,0|9.2361
24,6,2,3,12,3,0,0,3,0,3,2,1,0,0,0|9.4078
24,6,2,3,12,3,0,0,3,3,2,3,1,0,0,0|9.5501
24,6,2,3,12,3,0,0,6,2,3,1,1,0,0,0|9.6130
24,6,2,3,12,3,3,1,6,2,0,0,1,0,0,2|9.7866
24,6,2,3,12,6,1,0,6,2,0,0,1,0,2,1|9.8008
24,12,3,3,12,2,0,0,6,0,2,1,1,0,2,0|9.6257
24,12,6,0,12,2,0,0,6,2,1,0,1,2,0,3|9.6512
24,12,6,0,12,2,0,0,6,3,0,1,3,0,3,0|9.5274
24,12,6,0,12,2,0,0,6,3,1,0,3,3,0,1|9.7042
24,12,6,0,12,2,1,0,6,6,0,1,3,0,1,0|9.7517
24,12,6,0,12,3,0,0,12,0,1,0,3,1,0,1|9.5499
24,12,6,0,24,3,1,0,3,1,0,1,0,0,0,3|9.3788
24,12,6,0,24,3,1,0,3,1,1,0,0,0,3,1|9.5784
24,12,6,0,24,3,1,0,3,1,1,0,0,3,1,3|9.7387
24,12,6,0,24,3,1,0,3,1,1,0,3,1,3,2|9.9197
48,12,6,0,3,3,1,0,3,1,1,2,0,1,3,3|9.1314
48,12,6,0,6,1,0,3,3,1,3,0,1,3,3,0|8.9938
48,12,6,3,6,1,3,0,3,1,3,0,1,3,2,0|9.2170
48,12,6,3,6,1,6,0,3,1,2,0,1,3,2,0|9.2709
