0,0,2,2,0,3,0,0,2,1,3,0,1,3,0,1|3.6963
0,2,2,1,3,0,0,0,3,3,0,0,1,3,1,0|3.6506
0,0,0,3,0,2,2,1,6,0,0,0,1,6,1,0|3.4948
0,0,0,3,0,0,2,3,2,6,0,0,0,1,6,1|3.4690
0,0,0,3,0,0,2,3,3,2,6,0,0,1,6,1|3.5431
0,0,2,6,3,2,6,0,0,1,6,1,0,0,2,0|3.5372
3,2,2,6,0,1,12,1,0,0,2,0,0,0,0,2|3.4912
3,3,2,6,0,0,12,1,0,0,2,2,0,0,0,2|3.4352
3,6,2,6,0,0,12,1,0,0,2,2,0,0,0,2|3.3891
3,6,2,6,0,12,1,0,0,2,2,0,0,0,2,1|3.4429
3,6,3,6,0,12,2,0,0,2,2,1,0,0,0,1|3.4067
3,6,3,6,12,2,0,1,2,2,1,0,0,0,1,0|3.5404
3,6,3,6,12,2,1,2,2,3,0,0,0,1,0,0|3.5140
3,6,3,6,12,3,2,1,2,3,0,0,1,0,0,0|3.4476
3,6,3,6,12,6,2,1,3,0,0,0,0,3,0,0|3.2211
3,12,3,6,12,0,2,1,3,3,0,0,0,3,0,0|3.0845
3,12,3,6,12,3,2,1,3,3,0,0,0,2,0,0|3.2379
3,12,3,6,12,6,2,1,3,2,0,0,0,3,0,0|3.1912
3,12,3,6,12,6,3,0,3,2,0,0,3,0,0,2|3.1045
3,12,3,6,0,12,6,3,3,3,2,0,0,3,0,2|3.1576
3,24,3,6,3,3,6,3,0,3,2,2,0,3,0,0|2.9008
3,24,3,6,6,6,3,0,3,2,2,1,3,0,0,0|2.8438
3,24,6,6,6,6,2,1,6,2,0,0,0,0,1,0|2.6868
3,24,6,6,12,6,2,1,0,2,1,0,3,0,0,0|2.5597
3,24,6,6,12,6,3,1,3,2,0,0,1,0,0,0|2.5525
2,3,24,12,12,6,3,1,0,3,2,0,0,1,0,0|2.4652
2,3,24,12,12,6,3,1,3,2,0,1,1,0,0,0|2.5879
2,3,24,12,12,6,3,1,3,2,1,2,1,0,0,0|2.6805
2,3,24,12,12,6,3,1,3,3,2,3,0,1,0,0|2.6231
2,3,24,12,12,6,3,1,6,2,3,2,1,0,0,0|2.5955
2,3,24,12,12,6,6,3,6,2,0,0,1,0,2,0|2.3779
2,3,24,12,12,12,3,0,6,2,0,0,1,2,0,3|2.2702
2,3,24,12,3,12,12,3,0,6,2,0,0,1,2,3|2.3424
2,3,24,12,3,24,3,0,6,2,0,0,1,2,3,1|2.1146
2,3,24,12,0,3,24,3,3,6,2,0,0,3,3,1|1.9866
2,6,48,12,3,6,2,3,0,3,3,1,0,0,1,0|1.0386
2,12,48,12,3,3,2,3,0,0,3,1,0,2,1,0|0.9305
2,12,48,12,6,2,3,0,0,3,1,0,2,1,0,1|0.8923
2,12,48,12,0,6,2,3,1,0,3,1,0,2,1,1|0.9941
2,12,48,12,6,2,3,0,1,3,1,2,2,1,1,0|1.1257
2,12,48,12,0,6,2,3,0,1,3,3,1,2,1,1|1.0573
2,12,48,12,0,6,2,6,1,3,3,1,0,3,1,0|0.8688
2,12,48,12,1,6,2,6,0,6,3,1,0,2,1,0|0.8502
3,12,48,12,0,12,2,6,0,2,3,1,0,3,1,0|0.5915
3,24,48,12,0,2,2,6,0,3,3,1,0,2,1,0|0.2927
3,24,48,12,2,2,6,3,3,3,1,0,2,1,0,0|0.3639
3,24,48,12,2,2,6,3,0,3,3,1,1,2,1,0|0.4449
3,24,48,12,2,2,6,3,1,3,3,1,6,2,1,0|0.4959
3,24,48,12,2,2,6,3,0,1,6,1,2,6,2,1|0.4868
3,24,48,12,2,3,12,3,2,6,2,1,3,0,0,1|0.1975
3,24,48,12,2,3,12,3,2,6,3,0,3,0,1,1|0.1382
3,24,48,12,2,3,12,3,2,6,3,0,3,1,1,2|0.2588
3,24,48,12,2,3,12,3,2,6,3,0,3,1,3,1|0.2193
3,24,48,12,2,3,12,3,3,2,6,3,3,1,3,1|0.2697
3,24,48,12,2,3,12,6,6,3,6,1,0,0,3,1|-0.0500
3,24,48,12,2,3,12,6,6,3,6,1,0,3,1,1|0.0602
3,24,48,12,2,6,12,6,6,3,6,1,0,2,1,1|0.0203
3,24,48,12,2,6,12,6,6,3,6,1,2,1,1,3|0.1103
3,24,48,12,2,6,12,6,6,3,6,1,3,1,3,2|0.0502
0,0,0,0,0,1,2,2,1,0,0,2,3,3,1,1|5.8351
0,0,0,0,3,0,3,2,0,1,0,2,0,6,1,1|5.6807
3,0,3,2,0,1,0,2,0,6,1,1,0,0,0,3|5.7765
3,1,3,2,0,6,1,3,0,0,0,3,0,2,0,0|5.7824
3,1,3,2,0,6,1,6,0,2,0,0,0,2,0,0|5.8185
3,1,3,2,6,1,6,1,2,0,0,0,2,0,0,0|5.9347
3,1,3,3,6,1,6,0,2,0,0,0,2,0,0,1|5.8911
0,3,1,6,0,6,1,6,0,2,0,0,2,2,0,1|5.8877
3,1,6,0,6,1,6,3,2,0,0,0,2,2,1,0|5.9845
3,1,12,3,6,1,0,0,2,2,1,0,2,3,0,0|5.9014
3,1,12,3,6,3,1,0,2,3,0,0,2,0,2,0|5.8985
3,1,12,3,6,6,1,0,2,0,2,0,2,0,2,0|5.8957
3,1,12,3,6,6,3,0,2,0,2,0,2,0,3,0|5.8431
3,1,12,3,1,6,6,3,0,2,0,2,0,2,0,3|5.9707
3,1,12,3,0,1,12,3,1,0,2,2,0,0,2,3|5.9185
3,1,12,3,1,12,3,0,1,2,2,3,0,2,3,0|6.0765
3,1,12,3,1,12,3,0,3,2,3,0,2,3,0,1|6.0546
3,1,12,3,0,1,12,3,0,3,2,3,1,2,3,1|6.1430
3,1,24,6,0,1,2,3,1,3,3,1,0,2,3,0|5.7115
3,1,24,6,1,2,3,3,1,6,1,0,2,3,0,0|5.6902
3,1,24,6,3,3,3,1,1,6,1,0,2,3,0,0|5.6791
6,1,24,6,1,3,3,1,2,6,1,0,1,3,0,0|5.6982
6,1,24,6,3,3,3,1,1,6,1,0,2,3,0,0|5.6774
6,1,24,6,6,3,1,3,1,6,1,0,2,3,0,0|5.6569
3,1,0,0,6,3,24,6,6,6,1,3,3,3,1,0|5.5666
3,1,0,0,6,3,24,6,12,1,3,2,6,1,0,0|5.3964
3,1,2,0,6,3,0,0,12,1,24,6,6,1,3,2|5.5265
3,1,2,0,6,3,24,6,12,1,3,2,6,1,0,2|5.6868
3,3,0,0,6,3,24,6,12,1,3,2,6,1,2,1|5.6172
6,0,0,1,6,3,24,6,12,1,3,2,6,3,1,0|5.4879
12,3,24,1,12,1,3,6,6,3,1,2,0,2,0,0|5.4488
12,3,24,1,12,1,3,6,6,3,3,2,2,0,0,0|5.4399
24,3,24,1,6,1,6,6,2,3,0,2,3,0,0,0|5.0312
24,3,24,1,2,6,1,12,0,2,3,2,0,3,0,0|5.0628
24,3,24,1,2,6,1,12,0,2,3,2,3,0,3,0|5.1445
24,3,24,1,2,6,1,12,3,2,6,2,1,0,0,0|5.1965
24,3,24,1,2,6,1,12,3,2,6,2,3,1,0,0|5.2886
24,3,24,1,2,6,1,12,6,3,6,2,3,0,0,0|5.1111
24,3,24,1,2,6,1,12,6,3,6,2,2,3,0,0|5.2537
24,3,24,1,2,6,1,12,6,6,6,2,2,1,0,0|5.2266
24,3,24,1,2,6,1,12,12,6,2,0,3,0,0,1|4.9797
24,3,24,1,2,6,1,12,0,12,6,2,3,3,0,1|5.1030
24,3,24,1,2,6,1,12,12,6,2,0,6,0,1,3|5.0366
24,3,24,1,2,12,3,12,12,0,1,3,6,0,2,0|4.8404
24,3,24,1,2,12,3,12,12,0,3,3,6,0,1,0|4.8244
24,3,24,1,2,12,3,12,0,12,0,6,3,6,0,1|4.7687
24,3,24,1,2,24,3,12,3,6,0,6,1,0,0,1|4.5832
24,3,24,1,2,24,3,12,2,3,6,6,0,1,0,1|4.7380
24,3,24,1,2,24,3,12,2,2,3,12,0,0,1,1|4.7030
24,3,24,1,2,24,6,24,2,2,1,1,0,0,3,0|4.2883
24,3,24,1,2,24,6,24,0,2,3,1,1,0,0,3|4.2638
24,3,24,1,2,24,6,24,0,2,3,1,2,1,0,3|4.3896
24,3,24,1,2,24,6,24,2,3,3,1,2,0,0,3|4.3957
24,3,24,1,2,24,6,24,0,2,6,1,1,2,0,3|4.4020
24,3,24,1,2,24,12,24,1,2,0,1,1,2,0,3|4.2786
24,3,24,1,2,24,12,24,0,1,2,1,1,1,2,3|4.4555
24,3,24,1,2,24,12,24,1,2,1,1,1,3,3,0|4.4526
24,3,24,1,2,24,12,24,3,1,1,2,1,6,0,0|4.3500
24,3,24,1,2,24,12,24,3,3,1,3,0,1,6,0|4.2977
24,3,24,1,2,24,12,24,0,6,1,3,2,0,1,6|4.2756
24,3,24,1,2,24,12,24,6,1,3,3,2,1,6,0|4.4239
24,3,24,1,2,24,12,24,6,1,6,3,3,6,0,0|4.2524
24,3,24,1,2,24,12,24,6,1,6,3,2,3,6,0|4.3912
24,3,24,1,2,24,12,24,6,1,6,3,3,2,3,6|4.5003
24,3,24,1,2,3,12,24,6,24,6,3,3,3,3,6|4.4197
24,3,24,1,2,3,12,24,6,24,6,3,6,3,6,3|4.3794
24,6,24,1,2,24,12,24,12,3,12,6,0,0,0,3|3.7994
24,6,24,1,2,24,24,24,12,3,0,6,0,0,2,3|3.5097
24,6,24,1,0,2,24,48,2,12,3,6,0,0,2,3|2.7703
24,6,48,1,2,2,3,48,0,12,2,6,1,0,0,3|2.0512
0,0,3,1,24,6,48,48,2,2,3,6,1,12,2,3|2.1424
24,6,3,1,2,2,48,48,1,12,3,6,6,0,2,3|2.2140
24,6,3,1,3,2,48,48,6,12,3,6,1,0,2,3|2.1958
24,6,3,1,3,2,96,0,6,12,3,6,1,2,3,1|-0.2120
24,6,3,1,3,2,96,6,6,12,6,1,1,2,0,2|-0.1795
24,6,3,1,3,2,96,6,6,12,6,1,3,0,2,2|-0.1867
24,6,3,1,3,2,96,6,6,12,6,1,3,2,2,1|-0.0035
3,2,3,3,1,0,0,2,0,0,1,0,2,0,3,0|9.4362
3,2,3,3,1,0,1,2,2,0,3,0,1,0,0,0|9.5988
3,2,6,0,1,1,2,0,2,3,0,2,1,0,0,0|9.6519
3,2,6,0,1,3,0,1,2,3,2,0,1,0,0,0|9.6656
3,2,6,1,3,6,2,0,1,0,0,0,1,0,0,0|9.6198
6,2,6,1,1,6,2,0,1,0,0,0,2,0,0,0|9.6745
6,2,6,1,0,1,6,2,3,1,0,0,0,2,0,0|9.7498
6,3,12,3,3,1,0,0,0,2,0,0,0,3,0,0|9.3957
6,3,12,3,3,3,0,0,0,3,0,0,0,1,0,0|9.4021
6,6,12,3,3,3,0,0,0,1,0,0,0,2,0,0|9.4191
6,6,12,3,3,3,0,0,0,3,0,0,0,2,0,0|9.4466
6,6,12,3,3,6,0,0,0,2,0,0,0,2,0,0|9.4948
12,12,3,3,3,6,0,0,2,0,0,0,2,0,0,0|9.4335
24,3,3,1,3,6,0,0,2,0,0,0,2,0,0,0|9.2529
0,24,6,1,0,3,6,0,1,2,0,0,0,2,0,0|9.2728
24,6,1,0,3,6,0,0,3,0,0,0,2,0,0,3|9.2633
24,6,1,0,3,6,0,0,3,0,0,0,2,0,3,1|9.4345
24,12,1,0,6,0,0,0,2,0,3,1,2,0,0,0|9.2762
24,12,1,0,6,0,0,0,2,3,1,2,2,0,0,0|9.4486
24,12,1,0,6,3,1,2,2,0,0,0,2,0,0,1|9.6416
24,12,1,0,6,3,3,0,2,0,0,0,2,0,1,3|9.6453
24,12,1,0,6,6,0,3,2,0,0,0,2,1,3,0|9.6196
24,12,1,0,12,0,3,0,2,0,0,0,3,3,0,1|9.4545
24,12,1,0,12,3,0,3,2,0,0,0,6,0,1,0|9.5001
24,12,1,0,12,3,3,0,2,0,0,0,6,1,0,3|9.6664
24,12,1,0,12,6,0,0,2,0,0,0,6,1,3,2|9.6933
24,12,1,0,12,6,0,0,2,1,3,2,6,0,1,0|9.8709
24,12,1,0,12,6,0,0,3,3,2,2,6,1,0,0|9.8992
24,12,1,0,12,6,0,0,6,2,2,2,6,1,0,0|9.9382
24,12,1,0,12,6,2,2,12,3,0,0,0,0,3,0|9.7279
24,12,3,2,24,6,0,0,0,3,3,0,3,0,0,0|9.3183
24,12,3,2,24,6,0,0,3,3,0,1,3,0,0,0|9.5194
48,12,3,2,3,6,0,1,3,3,0,0,3,0,0,0|8.7612
48,12,3,3,6,6,0,0,3,3,0,0,0,0,0,1|8.6537
48,12,6,0,12,0,0,0,6,0,0,0,0,0,1,2|8.3370
48,12,6,0,12,0,0,0,6,0,1,2,0,0,1,0|8.5210
0,48,12,6,0,12,0,0,1,6,0,3,0,0,0,1|8.5857
48,12,6,2,12,0,0,0,1,6,3,0,0,0,1,0|8.8113
48,12,6,2,12,6,3,0,1,0,1,0,0,2,0,0|8.9975
48,12,6,2,12,6,3,0,1,1,0,3,2,0,0,0|9.1646
